,region/country/area,year,series,type,tourism_arrivals_series_type,value,footnotes,continent
4681,Spain,2015,Labour force participation - Male,Labour & Unemployment,,64.6,,Europe
4682,Spain,2015,Unemployment rate - Male,Labour & Unemployment,,20.8,,Europe
4683,Spain,2015,Labour force participation - Female,Labour & Unemployment,,52.6,,Europe
4684,Spain,2015,Unemployment rate - Female,Labour & Unemployment,,23.6,,Europe
4685,Spain,2024,Labour force participation - Total,Labour & Unemployment,,57.5,Estimate.,Europe
4686,Spain,2024,Unemployment rate - Total,Labour & Unemployment,,12.2,Estimate.,Europe
4687,Spain,2024,Labour force participation - Male,Labour & Unemployment,,63.0,Estimate.,Europe
4688,Spain,2024,Unemployment rate - Male,Labour & Unemployment,,10.6,Estimate.,Europe
4689,Spain,2024,Labour force participation - Female,Labour & Unemployment,,52.3,Estimate.,Europe
4690,Spain,2024,Unemployment rate - Female,Labour & Unemployment,,14.1,Estimate.,Europe
4691,Sri Lanka,2005,Labour force participation - Total,Labour & Unemployment,,54.4,Estimate.,Asia
4692,Sri Lanka,2005,Unemployment rate - Total,Labour & Unemployment,,7.7,,Asia
4693,Sri Lanka,2005,Labour force participation - Male,Labour & Unemployment,,74.7,Estimate.,Asia
4694,Sri Lanka,2005,Unemployment rate - Male,Labour & Unemployment,,5.6,,Asia
4695,Sri Lanka,2005,Labour force participation - Female,Labour & Unemployment,,35.1,Estimate.,Asia
4696,Sri Lanka,2005,Unemployment rate - Female,Labour & Unemployment,,11.9,,Asia
4697,Sri Lanka,2010,Labour force participation - Total,Labour & Unemployment,,53.3,,Asia
4698,Sri Lanka,2010,Unemployment rate - Total,Labour & Unemployment,,4.8,,Asia
4699,Sri Lanka,2010,Labour force participation - Male,Labour & Unemployment,,74.2,,Asia
4700,Sri Lanka,2010,Unemployment rate - Male,Labour & Unemployment,,3.5,,Asia
4701,Sri Lanka,2010,Labour force participation - Female,Labour & Unemployment,,34.0,,Asia
4702,Sri Lanka,2010,Unemployment rate - Female,Labour & Unemployment,,7.5,,Asia
4703,Sri Lanka,2015,Labour force participation - Total,Labour & Unemployment,,53.7,,Asia
4704,Sri Lanka,2015,Unemployment rate - Total,Labour & Unemployment,,4.5,,Asia
4705,Sri Lanka,2015,Labour force participation - Male,Labour & Unemployment,,73.8,,Asia
4706,Sri Lanka,2015,Unemployment rate - Male,Labour & Unemployment,,3.0,,Asia
4707,Sri Lanka,2015,Labour force participation - Female,Labour & Unemployment,,35.4,,Asia
4708,Sri Lanka,2015,Unemployment rate - Female,Labour & Unemployment,,7.4,,Asia
4709,Sri Lanka,2024,Labour force participation - Total,Labour & Unemployment,,50.7,Estimate.,Asia
4710,Sri Lanka,2024,Unemployment rate - Total,Labour & Unemployment,,6.6,Estimate.,Asia
4711,Sri Lanka,2024,Labour force participation - Male,Labour & Unemployment,,71.5,Estimate.,Asia
4712,Sri Lanka,2024,Unemployment rate - Male,Labour & Unemployment,,4.7,Estimate.,Asia
4713,Sri Lanka,2024,Labour force participation - Female,Labour & Unemployment,,32.1,Estimate.,Asia
4714,Sri Lanka,2024,Unemployment rate - Female,Labour & Unemployment,,10.2,Estimate.,Asia
4715,State of Palestine,2005,Labour force participation - Total,Labour & Unemployment,,38.6,,Asia
4716,State of Palestine,2005,Unemployment rate - Total,Labour & Unemployment,,20.0,,Asia
4717,State of Palestine,2005,Labour force participation - Male,Labour & Unemployment,,65.1,,Asia
4718,State of Palestine,2005,Unemployment rate - Male,Labour & Unemployment,,20.7,,Asia
4719,State of Palestine,2005,Labour force participation - Female,Labour & Unemployment,,12.8,,Asia
4720,State of Palestine,2005,Unemployment rate - Female,Labour & Unemployment,,16.7,,Asia
4721,State of Palestine,2010,Labour force participation - Total,Labour & Unemployment,,40.0,,Asia
4722,State of Palestine,2010,Unemployment rate - Total,Labour & Unemployment,,21.4,,Asia
4723,State of Palestine,2010,Labour force participation - Male,Labour & Unemployment,,66.7,,Asia
4724,State of Palestine,2010,Unemployment rate - Male,Labour & Unemployment,,21.4,,Asia
4725,State of Palestine,2010,Labour force participation - Female,Labour & Unemployment,,14.1,,Asia
4726,State of Palestine,2010,Unemployment rate - Female,Labour & Unemployment,,21.6,,Asia
4727,State of Palestine,2015,Labour force participation - Total,Labour & Unemployment,,44.0,,Asia
4728,State of Palestine,2015,Unemployment rate - Total,Labour & Unemployment,,23.0,,Asia
4729,State of Palestine,2015,Labour force participation - Male,Labour & Unemployment,,70.8,,Asia
4730,State of Palestine,2015,Unemployment rate - Male,Labour & Unemployment,,20.1,,Asia
4731,State of Palestine,2015,Labour force participation - Female,Labour & Unemployment,,18.0,,Asia
4732,State of Palestine,2015,Unemployment rate - Female,Labour & Unemployment,,34.1,,Asia
4733,State of Palestine,2022,Labour force participation - Total,Labour & Unemployment,,45.0,,Asia
4734,State of Palestine,2022,Unemployment rate - Total,Labour & Unemployment,,24.4,,Asia
4735,State of Palestine,2022,Labour force participation - Male,Labour & Unemployment,,71.9,,Asia
4736,State of Palestine,2022,Unemployment rate - Male,Labour & Unemployment,,20.2,,Asia
4737,State of Palestine,2022,Labour force participation - Female,Labour & Unemployment,,18.9,,Asia
4738,State of Palestine,2022,Unemployment rate - Female,Labour & Unemployment,,40.0,,Asia
4739,Sudan,2005,Labour force participation - Total,Labour & Unemployment,,49.4,Estimate.,Africa
4740,Sudan,2005,Unemployment rate - Total,Labour & Unemployment,,14.8,Estimate.,Africa
4741,Sudan,2005,Labour force participation - Male,Labour & Unemployment,,70.5,Estimate.,Africa
4742,Sudan,2005,Unemployment rate - Male,Labour & Unemployment,,12.9,Estimate.,Africa
4743,Sudan,2005,Labour force participation - Female,Labour & Unemployment,,28.5,Estimate.,Africa
4744,Sudan,2005,Unemployment rate - Female,Labour & Unemployment,,19.5,Estimate.,Africa
4745,Sudan,2010,Labour force participation - Total,Labour & Unemployment,,49.2,Estimate.,Africa
4746,Sudan,2010,Unemployment rate - Total,Labour & Unemployment,,15.1,Estimate.,Africa
4747,Sudan,2010,Labour force participation - Male,Labour & Unemployment,,70.4,Estimate.,Africa
4748,Sudan,2010,Unemployment rate - Male,Labour & Unemployment,,10.5,Estimate.,Africa
4749,Sudan,2010,Labour force participation - Female,Labour & Unemployment,,28.3,Estimate.,Africa
4750,Sudan,2010,Unemployment rate - Female,Labour & Unemployment,,26.4,Estimate.,Africa
4751,Sudan,2015,Labour force participation - Total,Labour & Unemployment,,48.8,Estimate.,Africa
4752,Sudan,2015,Unemployment rate - Total,Labour & Unemployment,,17.1,Estimate.,Africa
4753,Sudan,2015,Labour force participation - Male,Labour & Unemployment,,69.4,Estimate.,Africa
4754,Sudan,2015,Unemployment rate - Male,Labour & Unemployment,,11.8,Estimate.,Africa
4755,Sudan,2015,Labour force participation - Female,Labour & Unemployment,,28.6,Estimate.,Africa
4756,Sudan,2015,Unemployment rate - Female,Labour & Unemployment,,29.5,Estimate.,Africa
4757,Sudan,2024,Labour force participation - Total,Labour & Unemployment,,47.6,Estimate.,Africa
4758,Sudan,2024,Unemployment rate - Total,Labour & Unemployment,,20.8,Estimate.,Africa
4759,Sudan,2024,Labour force participation - Male,Labour & Unemployment,,67.7,Estimate.,Africa
4760,Sudan,2024,Unemployment rate - Male,Labour & Unemployment,,15.1,Estimate.,Africa
4761,Sudan,2024,Labour force participation - Female,Labour & Unemployment,,28.0,Estimate.,Africa
4762,Sudan,2024,Unemployment rate - Female,Labour & Unemployment,,34.3,Estimate.,Africa
4763,Suriname,2005,Labour force participation - Total,Labour & Unemployment,,50.0,Estimate.,Americas
4764,Suriname,2005,Unemployment rate - Total,Labour & Unemployment,,9.3,Estimate.,Americas
4765,Suriname,2005,Labour force participation - Male,Labour & Unemployment,,62.8,Estimate.,Americas
4766,Suriname,2005,Unemployment rate - Male,Labour & Unemployment,,6.0,Estimate.,Americas
4767,Suriname,2005,Labour force participation - Female,Labour & Unemployment,,36.9,Estimate.,Americas
4768,Suriname,2005,Unemployment rate - Female,Labour & Unemployment,,14.8,Estimate.,Americas
4769,Suriname,2010,Labour force participation - Total,Labour & Unemployment,,52.8,Estimate.,Americas
4770,Suriname,2010,Unemployment rate - Total,Labour & Unemployment,,7.2,,Americas
4771,Suriname,2010,Labour force participation - Male,Labour & Unemployment,,64.8,Estimate.,Americas
4772,Suriname,2010,Unemployment rate - Male,Labour & Unemployment,,3.6,,Americas
4773,Suriname,2010,Labour force participation - Female,Labour & Unemployment,,40.7,Estimate.,Americas
4774,Suriname,2010,Unemployment rate - Female,Labour & Unemployment,,12.8,,Americas
4775,Suriname,2015,Labour force participation - Total,Labour & Unemployment,,55.6,Estimate.,Americas
4776,Suriname,2015,Unemployment rate - Total,Labour & Unemployment,,7.2,,Americas
4777,Suriname,2015,Labour force participation - Male,Labour & Unemployment,,66.8,Estimate.,Americas
4778,Suriname,2015,Unemployment rate - Male,Labour & Unemployment,,4.4,,Americas
4779,Suriname,2015,Labour force participation - Female,Labour & Unemployment,,44.4,Estimate.,Americas
4780,Suriname,2015,Unemployment rate - Female,Labour & Unemployment,,11.4,,Americas
4781,Suriname,2024,Labour force participation - Total,Labour & Unemployment,,54.6,Estimate.,Americas
4782,Suriname,2024,Unemployment rate - Total,Labour & Unemployment,,7.7,Estimate.,Americas
4783,Suriname,2024,Labour force participation - Male,Labour & Unemployment,,64.4,Estimate.,Americas
4784,Suriname,2024,Unemployment rate - Male,Labour & Unemployment,,5.5,Estimate.,Americas
4785,Suriname,2024,Labour force participation - Female,Labour & Unemployment,,45.0,Estimate.,Americas
4786,Suriname,2024,Unemployment rate - Female,Labour & Unemployment,,10.9,Estimate.,Americas
4787,Sweden,2005,Labour force participation - Total,Labour & Unemployment,,62.9,,Europe
4788,Sweden,2005,Unemployment rate - Total,Labour & Unemployment,,7.5,,Europe
4789,Sweden,2005,Labour force participation - Male,Labour & Unemployment,,67.1,,Europe
4790,Sweden,2005,Unemployment rate - Male,Labour & Unemployment,,7.6,,Europe
4791,Sweden,2005,Labour force participation - Female,Labour & Unemployment,,58.8,,Europe
4792,Sweden,2005,Unemployment rate - Female,Labour & Unemployment,,7.4,,Europe
4793,Sweden,2010,Labour force participation - Total,Labour & Unemployment,,63.3,Estimate.,Europe
4794,Sweden,2010,Unemployment rate - Total,Labour & Unemployment,,8.6,,Europe
4795,Sweden,2010,Labour force participation - Male,Labour & Unemployment,,67.6,Estimate.,Europe
4796,Sweden,2010,Unemployment rate - Male,Labour & Unemployment,,8.7,,Europe
4797,Sweden,2010,Labour force participation - Female,Labour & Unemployment,,59.1,Estimate.,Europe
4798,Sweden,2010,Unemployment rate - Female,Labour & Unemployment,,8.5,,Europe
4799,Sweden,2015,Labour force participation - Total,Labour & Unemployment,,64.6,Estimate.,Europe
4800,Sweden,2015,Unemployment rate - Total,Labour & Unemployment,,7.4,,Europe
4801,Sweden,2015,Labour force participation - Male,Labour & Unemployment,,68.0,Estimate.,Europe
4802,Sweden,2015,Unemployment rate - Male,Labour & Unemployment,,7.6,,Europe
4803,Sweden,2015,Labour force participation - Female,Labour & Unemployment,,61.2,Estimate.,Europe
4804,Sweden,2015,Unemployment rate - Female,Labour & Unemployment,,7.3,,Europe
4805,Sweden,2024,Labour force participation - Total,Labour & Unemployment,,67.0,Estimate.,Europe
4806,Sweden,2024,Unemployment rate - Total,Labour & Unemployment,,8.7,Estimate.,Europe
4807,Sweden,2024,Labour force participation - Male,Labour & Unemployment,,70.6,Estimate.,Europe
4808,Sweden,2024,Unemployment rate - Male,Labour & Unemployment,,8.8,Estimate.,Europe
4809,Sweden,2024,Labour force participation - Female,Labour & Unemployment,,63.4,Estimate.,Europe
4810,Sweden,2024,Unemployment rate - Female,Labour & Unemployment,,8.7,Estimate.,Europe
4811,Switzerland,2005,Labour force participation - Total,Labour & Unemployment,,67.0,,Europe
4812,Switzerland,2005,Unemployment rate - Total,Labour & Unemployment,,4.4,,Europe
4813,Switzerland,2005,Labour force participation - Male,Labour & Unemployment,,75.1,,Europe
4814,Switzerland,2005,Unemployment rate - Male,Labour & Unemployment,,3.9,,Europe
4815,Switzerland,2005,Labour force participation - Female,Labour & Unemployment,,59.3,,Europe
4816,Switzerland,2005,Unemployment rate - Female,Labour & Unemployment,,5.1,,Europe
4817,Switzerland,2010,Labour force participation - Total,Labour & Unemployment,,67.0,,Europe
4818,Switzerland,2010,Unemployment rate - Total,Labour & Unemployment,,4.8,,Europe
4819,Switzerland,2010,Labour force participation - Male,Labour & Unemployment,,74.3,,Europe
4820,Switzerland,2010,Unemployment rate - Male,Labour & Unemployment,,4.5,,Europe
4821,Switzerland,2010,Labour force participation - Female,Labour & Unemployment,,60.0,,Europe
4822,Switzerland,2010,Unemployment rate - Female,Labour & Unemployment,,5.2,,Europe
4823,Switzerland,2015,Labour force participation - Total,Labour & Unemployment,,68.2,,Europe
4824,Switzerland,2015,Unemployment rate - Total,Labour & Unemployment,,4.8,,Europe
4825,Switzerland,2015,Labour force participation - Male,Labour & Unemployment,,74.2,,Europe
4826,Switzerland,2015,Unemployment rate - Male,Labour & Unemployment,,4.7,,Europe
4827,Switzerland,2015,Labour force participation - Female,Labour & Unemployment,,62.3,,Europe
4828,Switzerland,2015,Unemployment rate - Female,Labour & Unemployment,,4.9,,Europe
4829,Switzerland,2024,Labour force participation - Total,Labour & Unemployment,,66.3,Estimate.,Europe
4830,Switzerland,2024,Unemployment rate - Total,Labour & Unemployment,,3.8,Estimate.,Europe
4831,Switzerland,2024,Labour force participation - Male,Labour & Unemployment,,71.5,Estimate.,Europe
4832,Switzerland,2024,Unemployment rate - Male,Labour & Unemployment,,3.6,Estimate.,Europe
4833,Switzerland,2024,Labour force participation - Female,Labour & Unemployment,,61.3,Estimate.,Europe
4834,Switzerland,2024,Unemployment rate - Female,Labour & Unemployment,,4.1,Estimate.,Europe
4835,Syrian Arab Republic,2005,Labour force participation - Total,Labour & Unemployment,,46.6,Estimate.,Asia
4836,Syrian Arab Republic,2005,Unemployment rate - Total,Labour & Unemployment,,8.8,Estimate.,Asia
4837,Syrian Arab Republic,2005,Labour force participation - Male,Labour & Unemployment,,76.4,Estimate.,Asia
4838,Syrian Arab Republic,2005,Unemployment rate - Male,Labour & Unemployment,,5.9,Estimate.,Asia
4839,Syrian Arab Republic,2005,Labour force participation - Female,Labour & Unemployment,,16.5,Estimate.,Asia
4840,Syrian Arab Republic,2005,Unemployment rate - Female,Labour & Unemployment,,22.3,Estimate.,Asia
4841,Syrian Arab Republic,2010,Labour force participation - Total,Labour & Unemployment,,42.7,,Asia
4842,Syrian Arab Republic,2010,Unemployment rate - Total,Labour & Unemployment,,8.6,,Asia
4843,Syrian Arab Republic,2010,Labour force participation - Male,Labour & Unemployment,,72.3,,Asia
4844,Syrian Arab Republic,2010,Unemployment rate - Male,Labour & Unemployment,,6.2,,Asia
4845,Syrian Arab Republic,2010,Labour force participation - Female,Labour & Unemployment,,13.0,,Asia
4846,Syrian Arab Republic,2010,Unemployment rate - Female,Labour & Unemployment,,22.0,,Asia
4847,Syrian Arab Republic,2015,Labour force participation - Total,Labour & Unemployment,,38.1,Estimate.,Asia
4848,Syrian Arab Republic,2015,Unemployment rate - Total,Labour & Unemployment,,14.2,Estimate.,Asia
4849,Syrian Arab Republic,2015,Labour force participation - Male,Labour & Unemployment,,63.0,Estimate.,Asia
4850,Syrian Arab Republic,2015,Unemployment rate - Male,Labour & Unemployment,,11.7,Estimate.,Asia
4851,Syrian Arab Republic,2015,Labour force participation - Female,Labour & Unemployment,,13.5,Estimate.,Asia
4852,Syrian Arab Republic,2015,Unemployment rate - Female,Labour & Unemployment,,26.2,Estimate.,Asia
4853,Syrian Arab Republic,2024,Labour force participation - Total,Labour & Unemployment,,38.7,Estimate.,Asia
4854,Syrian Arab Republic,2024,Unemployment rate - Total,Labour & Unemployment,,13.2,Estimate.,Asia
4855,Syrian Arab Republic,2024,Labour force participation - Male,Labour & Unemployment,,63.6,Estimate.,Asia
4856,Syrian Arab Republic,2024,Unemployment rate - Male,Labour & Unemployment,,10.6,Estimate.,Asia
4857,Syrian Arab Republic,2024,Labour force participation - Female,Labour & Unemployment,,14.1,Estimate.,Asia
4858,Syrian Arab Republic,2024,Unemployment rate - Female,Labour & Unemployment,,25.0,Estimate.,Asia
4859,Tajikistan,2005,Labour force participation - Total,Labour & Unemployment,,44.3,Estimate.,Asia
4860,Tajikistan,2005,Unemployment rate - Total,Labour & Unemployment,,13.0,Estimate.,Asia
4861,Tajikistan,2005,Labour force participation - Male,Labour & Unemployment,,58.7,Estimate.,Asia
4862,Tajikistan,2005,Unemployment rate - Male,Labour & Unemployment,,13.7,Estimate.,Asia
